time (s),A0 (V),A1 (V),B0 (V),B1 (V),O0 (V),O1 (V),O2 (V),O3 (V),V01 (V),V2 (V),V3 (V)
50.41E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,73.74E-6,1.200,1.200,1.200
50.41E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,77.12E-6,1.200,1.200,1.200
50.41E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,80.48E-6,1.200,1.200,1.200
50.42E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,85.36E-6,1.200,1.200,1.200
50.42E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,89.23E-6,1.200,1.200,1.200
50.42E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,92.89E-6,1.200,1.200,1.200
50.43E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,96.53E-6,1.200,1.200,1.200
50.43E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,99.92E-6,1.200,1.200,1.200
50.44E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,103.1E-6,1.200,1.200,1.200
50.44E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,105.3E-6,1.200,1.200,1.200
50.44E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,107.3E-6,1.200,1.200,1.200
50.44E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,109.0E-6,1.200,1.200,1.200
50.45E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,110.6E-6,1.200,1.200,1.200
50.45E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,112.1E-6,1.200,1.200,1.200
50.45E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,113.5E-6,1.200,1.200,1.200
50.45E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.200,114.7E-6,1.200,1.200,1.200
50.46E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.201,115.4E-6,1.200,1.200,1.200
50.46E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.201,115.7E-6,1.200,1.200,1.200
50.46E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.201,115.9E-6,1.200,1.200,1.200
50.46E-9,0.000,1.200,0.000,1.200,1.201,1.200,1.202,116.1E-6,1.200,1.200,1.200
50.47E-9,0.000,1.200,0.000,1.200,1.201,1.200,1.202,116.4E-6,1.200,1.200,1.200
50.47E-9,0.000,1.200,0.000,1.200,1.202,1.200,1.202,116.9E-6,1.200,1.200,1.200
50.47E-9,0.000,1.200,0.000,1.200,1.202,1.200,1.202,117.7E-6,1.200,1.200,1.200
50.47E-9,0.000,1.200,0.000,1.200,1.203,1.200,1.203,118.8E-6,1.200,1.200,1.200
50.48E-9,0.000,1.200,0.000,1.200,1.203,1.200,1.202,120.9E-6,1.200,1.200,1.200
50.48E-9,0.000,1.200,0.000,1.200,1.203,1.200,1.201,123.3E-6,1.200,1.200,1.200
50.48E-9,0.000,1.200,0.000,1.200,1.202,1.200,1.198,125.5E-6,1.200,1.200,1.200
50.48E-9,0.000,1.200,0.000,1.200,1.202,1.200,1.194,127.9E-6,1.200,1.200,1.200
50.49E-9,0.000,1.200,0.000,1.200,1.202,1.200,1.187,131.2E-6,1.200,1.200,1.200
50.49E-9,0.000,1.200,0.000,1.200,1.201,1.200,1.181,133.8E-6,1.200,1.200,1.200
50.49E-9,0.000,1.200,0.000,1.200,1.201,1.200,1.173,136.7E-6,1.200,1.200,1.200
50.49E-9,0.000,1.200,0.000,1.200,1.200,1.200,1.163,140.2E-6,1.200,1.200,1.200
50.50E-9,0.000,1.200,0.000,1.200,1.199,1.200,1.149,144.3E-6,1.200,1.200,1.200
50.50E-9,0.000,1.200,0.000,1.200,1.198,1.200,1.131,148.5E-6,1.200,1.200,1.200
50.51E-9,0.000,1.200,0.000,1.200,1.198,1.200,1.111,152.8E-6,1.200,1.200,1.200
50.52E-9,0.000,1.200,0.000,1.200,1.197,1.200,1.091,156.2E-6,1.200,1.200,1.200
50.52E-9,0.000,1.200,0.000,1.200,1.197,1.200,1.070,159.2E-6,1.200,1.200,1.200
50.53E-9,0.000,1.200,0.000,1.200,1.196,1.200,1.044,162.2E-6,1.200,1.200,1.200
50.54E-9,0.000,1.200,0.000,1.200,1.196,1.200,1.009,164.8E-6,1.200,1.200,1.200
50.55E-9,0.000,1.200,0.000,1.200,1.196,1.200,972.4E-3,166.5E-6,1.200,1.200,1.200
50.56E-9,0.000,1.200,0.000,1.200,1.196,1.200,931.4E-3,167.5E-6,1.200,1.200,1.200
50.58E-9,0.000,1.200,0.000,1.200,1.196,1.200,890.0E-3,167.9E-6,1.200,1.200,1.200
50.59E-9,0.000,1.200,0.000,1.200,1.196,1.200,843.6E-3,168.0E-6,1.200,1.200,1.200
50.61E-9,0.000,1.200,0.000,1.200,1.196,1.200,789.0E-3,167.8E-6,1.200,1.200,1.200
50.63E-9,0.000,1.200,0.000,1.200,1.196,1.200,719.4E-3,167.1E-6,1.200,1.200,1.200
50.66E-9,0.000,1.200,0.000,1.200,1.197,1.200,626.9E-3,165.7E-6,1.200,1.200,1.200
50.70E-9,0.000,1.200,0.000,1.200,1.197,1.200,496.1E-3,162.3E-6,1.200,1.200,1.200
50.77E-9,0.000,1.200,0.000,1.200,1.198,1.200,312.5E-3,149.7E-6,1.200,1.200,1.200
50.83E-9,0.000,1.200,0.000,1.200,1.198,1.200,206.4E-3,132.1E-6,1.200,1.200,1.200
50.88E-9,0.000,1.200,0.000,1.200,1.199,1.200,129.3E-3,108.6E-6,1.200,1.200,1.200
50.93E-9,0.000,1.200,0.000,1.200,1.199,1.200,82.46E-3,86.07E-6,1.200,1.200,1.200
51.01E-9,0.000,1.200,0.000,1.200,1.199,1.200,38.97E-3,55.33E-6,1.200,1.200,1.200
51.08E-9,0.000,1.200,0.000,1.200,1.199,1.200,19.45E-3,34.63E-6,1.200,1.200,1.200
51.16E-9,0.000,1.200,0.000,1.200,1.199,1.200,8.575E-3,19.17E-6,1.200,1.200,1.200
51.25E-9,0.000,1.200,0.000,1.200,1.200,1.200,3.432E-3,9.539E-6,1.200,1.200,1.200
51.37E-9,0.000,1.200,0.000,1.200,1.200,1.200,990.5E-6,3.666E-6,1.200,1.200,1.200
51.52E-9,0.000,1.200,0.000,1.200,1.200,1.200,172.0E-6,1.019E-6,1.200,1.200,1.200
51.72E-9,0.000,1.200,0.000,1.200,1.200,1.200,-2.581E-6,227.5E-9,1.200,1.200,1.200
52.04E-9,0.000,1.200,0.000,1.200,1.200,1.200,3.396E-6,173.1E-9,1.200,1.200,1.200
52.55E-9,0.000,1.200,0.000,1.200,1.200,1.200,-2.401E-6,171.3E-9,1.200,1.200,1.200
53.37E-9,0.000,1.200,0.000,1.200,1.200,1.200,3.297E-6,160.4E-9,1.200,1.200,1.200
54.46E-9,0.000,1.200,0.000,1.200,1.200,1.200,-2.375E-6,154.7E-9,1.200,1.200,1.200
55.95E-9,0.000,1.200,0.000,1.200,1.200,1.200,3.254E-6,151.0E-9,1.200,1.200,1.200
57.98E-9,0.000,1.200,0.000,1.200,1.200,1.200,-2.366E-6,146.3E-9,1.200,1.200,1.200
60.00E-9,0.000,1.200,0.000,1.200,1.200,1.200,3.230E-6,145.9E-9,1.200,1.200,1.200
60.01E-9,75.00E-3,1.200,0.000,1.200,1.200,1.200,2.614E-6,1.115E-6,1.200,1.200,1.200
60.03E-9,194.2E-3,1.200,0.000,1.200,1.200,1.200,3.791E-6,2.394E-6,1.200,1.200,1.200
60.04E-9,253.8E-3,1.200,0.000,1.200,1.200,1.200,4.760E-6,2.971E-6,1.200,1.200,1.200
60.06E-9,373.0E-3,1.200,0.000,1.200,1.200,1.200,5.864E-6,4.050E-6,1.200,1.200,1.200
60.08E-9,463.5E-3,1.200,0.000,1.200,1.200,1.200,7.023E-6,4.975E-6,1.200,1.200,1.200
60.09E-9,520.5E-3,1.200,0.000,1.200,1.200,1.200,7.875E-6,5.799E-6,1.200,1.200,1.200
60.10E-9,583.2E-3,1.200,0.000,1.200,1.200,1.200,9.431E-6,7.257E-6,1.200,1.200,1.200
60.11E-9,631.5E-3,1.200,0.000,1.200,1.200,1.200,11.40E-6,9.144E-6,1.200,1.200,1.200
60.11E-9,659.2E-3,1.200,0.000,1.200,1.200,1.200,13.14E-6,10.73E-6,1.200,1.200,1.200
60.11E-9,689.6E-3,1.200,0.000,1.200,1.200,1.200,15.58E-6,12.96E-6,1.200,1.200,1.200
60.12E-9,719.4E-3,1.200,0.000,1.200,1.200,1.200,18.54E-6,15.68E-6,1.200,1.200,1.200
60.12E-9,749.5E-3,1.200,0.000,1.200,1.200,1.200,22.07E-6,18.96E-6,1.200,1.200,1.200
60.13E-9,781.8E-3,1.200,0.000,1.200,1.200,1.200,26.53E-6,23.12E-6,1.200,1.200,1.200
60.14E-9,822.8E-3,1.200,0.000,1.200,1.200,1.200,33.15E-6,29.34E-6,1.200,1.200,1.200
60.14E-9,859.7E-3,1.200,0.000,1.200,1.200,1.200,40.16E-6,35.93E-6,1.200,1.200,1.200
60.15E-9,881.7E-3,1.200,0.000,1.200,1.200,1.200,44.87E-6,40.36E-6,1.200,1.200,1.200
60.15E-9,904.2E-3,1.200,0.000,1.200,1.200,1.200,50.09E-6,45.28E-6,1.200,1.200,1.200
60.15E-9,926.9E-3,1.200,0.000,1.200,1.200,1.200,55.61E-6,50.57E-6,1.200,1.200,1.200
60.16E-9,950.6E-3,1.200,0.000,1.200,1.200,1.200,61.31E-6,56.17E-6,1.200,1.200,1.200
60.16E-9,975.3E-3,1.200,0.000,1.200,1.200,1.200,66.80E-6,61.76E-6,1.200,1.200,1.200
60.17E-9,993.1E-3,1.200,0.000,1.200,1.200,1.200,70.36E-6,65.48E-6,1.200,1.200,1.200
60.17E-9,1.003,1.200,0.000,1.200,1.200,1.200,72.31E-6,67.53E-6,1.200,1.200,1.200
60.17E-9,1.013,1.200,0.000,1.200,1.200,1.200,73.98E-6,69.32E-6,1.200,1.200,1.200
60.17E-9,1.022,1.200,0.000,1.200,1.200,1.200,75.64E-6,71.12E-6,1.200,1.200,1.200
60.17E-9,1.032,1.200,0.000,1.200,1.200,1.200,77.43E-6,73.02E-6,1.200,1.200,1.200
60.17E-9,1.039,1.200,0.000,1.200,1.200,1.200,78.70E-6,74.35E-6,1.200,1.200,1.200
60.17E-9,1.045,1.200,0.000,1.200,1.200,1.200,80.01E-6,75.81E-6,1.200,1.200,1.200
60.18E-9,1.052,1.200,0.000,1.200,1.200,1.200,81.16E-6,77.25E-6,1.200,1.200,1.200
60.18E-9,1.060,1.200,0.000,1.200,1.200,1.200,82.39E-6,79.08E-6,1.200,1.200,1.200
60.18E-9,1.068,1.200,0.000,1.200,1.200,1.200,83.50E-6,80.96E-6,1.200,1.200,1.200
60.18E-9,1.077,1.200,0.000,1.200,1.200,1.200,84.68E-6,83.03E-6,1.200,1.200,1.200
60.18E-9,1.089,1.200,0.000,1.200,1.200,1.200,86.28E-6,85.73E-6,1.200,1.200,1.200
60.18E-9,1.104,1.200,0.000,1.200,1.200,1.200,88.74E-6,89.27E-6,1.200,1.200,1.200
60.19E-9,1.119,1.200,0.000,1.200,1.200,1.200,93.25E-6,92.95E-6,1.200,1.200,1.200
60.19E-9,1.133,1.200,0.000,1.200,1.200,1.200,101.8E-6,96.21E-6,1.200,1.200,1.200
60.19E-9,1.148,1.200,0.000,1.200,1.200,1.200,117.8E-6,99.52E-6,1.200,1.200,1.200
60.19E-9,1.164,1.200,0.000,1.200,1.200,1.200,139.4E-6,102.6E-6,1.200,1.200,1.200
60.20E-9,1.178,1.200,0.000,1.200,1.200,1.200,160.7E-6,105.1E-6,1.200,1.200,1.200
60.20E-9,1.189,1.200,0.000,1.200,1.200,1.200,176.5E-6,106.7E-6,1.200,1.200,1.200
60.20E-9,1.200,1.200,0.000,1.200,1.200,1.200,191.2E-6,108.2E-6,1.200,1.200,1.200
60.20E-9,1.200,1.192,0.000,1.200,1.200,1.200,200.6E-6,108.7E-6,1.200,1.200,1.200
60.20E-9,1.200,1.180,0.000,1.200,1.200,1.200,213.6E-6,109.3E-6,1.200,1.200,1.200
60.21E-9,1.200,1.167,0.000,1.200,1.200,1.200,225.7E-6,109.8E-6,1.200,1.200,1.200
60.21E-9,1.200,1.153,0.000,1.200,1.200,1.200,238.8E-6,109.8E-6,1.200,1.200,1.200
60.21E-9,1.200,1.136,0.000,1.200,1.200,1.200,251.7E-6,109.5E-6,1.200,1.200,1.200
60.21E-9,1.200,1.114,0.000,1.200,1.200,1.200,264.0E-6,108.6E-6,1.200,1.200,1.200
60.22E-9,1.200,1.094,0.000,1.200,1.200,1.200,257.2E-6,107.8E-6,1.200,1.200,1.200
60.22E-9,1.200,1.073,0.000,1.200,1.200,1.200,193.4E-6,107.3E-6,1.200,1.200,1.200
60.22E-9,1.200,1.052,0.000,1.200,1.200,1.200,9.000E-6,107.2E-6,1.200,1.200,1.200
60.23E-9,1.200,1.026,0.000,1.200,1.200,1.200,-474.0E-6,107.9E-6,1.200,1.200,1.200
60.23E-9,1.200,998.2E-3,0.000,1.200,1.200,1.200,-1.332E-3,109.1E-6,1.200,1.200,1.200
60.24E-9,1.200,983.1E-3,0.000,1.200,1.200,1.200,-1.942E-3,109.8E-6,1.200,1.200,1.200
60.24E-9,1.200,966.6E-3,0.000,1.200,1.200,1.200,-2.697E-3,110.5E-6,1.200,1.200,1.200
60.24E-9,1.200,954.9E-3,0.000,1.200,1.200,1.200,-3.273E-3,111.0E-6,1.200,1.200,1.200
60.24E-9,1.200,939.1E-3,0.000,1.200,1.200,1.200,-4.081E-3,111.6E-6,1.200,1.200,1.200
60.25E-9,1.200,925.2E-3,0.000,1.200,1.200,1.200,-4.750E-3,112.2E-6,1.200,1.200,1.200
60.25E-9,1.200,912.8E-3,0.000,1.200,1.200,1.200,-5.208E-3,113.1E-6,1.200,1.200,1.200
60.25E-9,1.200,902.2E-3,0.000,1.200,1.200,1.200,-5.364E-3,114.4E-6,1.200,1.200,1.200
60.25E-9,1.200,893.4E-3,0.000,1.200,1.200,1.200,-5.220E-3,115.4E-6,1.200,1.200,1.200
60.25E-9,1.200,883.0E-3,0.000,1.200,1.200,1.200,-4.602E-3,116.2E-6,1.200,1.200,1.200
60.25E-9,1.200,873.5E-3,0.000,1.200,1.199,1.200,-3.549E-3,116.6E-6,1.200,1.200,1.200
60.26E-9,1.200,863.7E-3,0.000,1.200,1.199,1.200,-1.911E-3,116.9E-6,1.200,1.200,1.200
60.26E-9,1.200,850.7E-3,0.000,1.200,1.199,1.200,1.057E-3,116.8E-6,1.200,1.200,1.200
60.26E-9,1.200,836.0E-3,0.000,1.200,1.198,1.200,5.482E-3,116.3E-6,1.200,1.200,1.200
60.26E-9,1.200,816.9E-3,0.000,1.200,1.198,1.200,12.53E-3,115.0E-6,1.200,1.200,1.200
60.27E-9,1.200,793.7E-3,0.000,1.200,1.197,1.200,22.51E-3,112.6E-6,1.200,1.200,1.200
60.27E-9,1.200,770.4E-3,0.000,1.200,1.197,1.200,33.42E-3,109.5E-6,1.200,1.200,1.200
60.28E-9,1.200,743.1E-3,0.000,1.200,1.197,1.200,46.88E-3,105.5E-6,1.200,1.200,1.200
60.28E-9,1.200,719.8E-3,0.000,1.200,1.197,1.200,58.58E-3,102.0E-6,1.200,1.200,1.200
60.28E-9,1.200,696.3E-3,0.000,1.200,1.197,1.200,70.53E-3,98.39E-6,1.200,1.200,1.200
60.29E-9,1.200,669.6E-3,0.000,1.200,1.197,1.200,84.07E-3,94.40E-6,1.200,1.200,1.200
60.29E-9,1.200,635.7E-3,0.000,1.200,1.198,1.200,101.3E-3,89.59E-6,1.200,1.200,1.200
60.30E-9,1.200,590.7E-3,0.000,1.200,1.198,1.200,124.1E-3,83.72E-6,1.200,1.200,1.200
60.31E-9,1.200,532.1E-3,0.000,1.200,1.198,1.200,153.7E-3,76.98E-6,1.200,1.200,1.200
60.32E-9,1.200,481.0E-3,0.000,1.200,1.198,1.200,179.3E-3,71.87E-6,1.200,1.200,1.200
60.33E-9,1.200,424.0E-3,0.000,1.200,1.198,1.200,207.7E-3,67.06E-6,1.200,1.200,1.200
60.34E-9,1.200,355.5E-3,0.000,1.200,1.199,1.200,241.7E-3,63.61E-6,1.200,1.200,1.200
60.34E-9,1.200,330.2E-3,0.000,1.200,1.199,1.200,254.1E-3,63.63E-6,1.200,1.200,1.200
60.35E-9,1.200,300.5E-3,0.000,1.200,1.199,1.200,268.7E-3,65.10E-6,1.200,1.200,1.200
60.35E-9,1.200,277.9E-3,0.000,1.200,1.199,1.200,279.7E-3,67.17E-6,1.200,1.200,1.200
60.36E-9,1.200,251.9E-3,0.000,1.200,1.199,1.200,292.4E-3,70.12E-6,1.200,1.200,1.200
60.36E-9,1.200,230.4E-3,0.000,1.200,1.199,1.200,302.8E-3,72.74E-6,1.200,1.200,1.200
60.36E-9,1.200,212.4E-3,0.000,1.200,1.199,1.200,311.5E-3,74.84E-6,1.200,1.200,1.200
60.37E-9,1.200,199.2E-3,0.000,1.200,1.199,1.200,317.9E-3,76.22E-6,1.200,1.200,1.200
60.37E-9,1.200,188.1E-3,0.000,1.200,1.199,1.200,323.3E-3,77.23E-6,1.200,1.200,1.200
60.37E-9,1.200,182.0E-3,0.000,1.200,1.199,1.200,326.2E-3,77.75E-6,1.200,1.200,1.200
60.37E-9,1.200,173.9E-3,0.000,1.200,1.199,1.200,330.1E-3,78.40E-6,1.200,1.200,1.200
60.37E-9,1.200,166.8E-3,0.000,1.200,1.199,1.200,333.5E-3,78.94E-6,1.200,1.200,1.200
60.37E-9,1.200,156.1E-3,0.000,1.200,1.199,1.200,338.7E-3,79.70E-6,1.200,1.200,1.200
60.38E-9,1.200,142.4E-3,0.000,1.200,1.199,1.200,345.3E-3,80.63E-6,1.200,1.200,1.200
60.38E-9,1.200,132.1E-3,0.000,1.200,1.199,1.200,350.2E-3,81.34E-6,1.200,1.200,1.200
60.38E-9,1.200,120.5E-3,0.000,1.200,1.199,1.200,355.8E-3,82.19E-6,1.200,1.200,1.200
60.38E-9,1.200,106.7E-3,0.000,1.200,1.199,1.200,362.3E-3,83.31E-6,1.200,1.200,1.200
60.38E-9,1.200,95.00E-3,0.000,1.200,1.199,1.200,367.9E-3,84.34E-6,1.200,1.200,1.200
60.39E-9,1.200,81.19E-3,0.000,1.200,1.199,1.200,374.5E-3,85.61E-6,1.200,1.200,1.200
60.39E-9,1.200,61.89E-3,0.000,1.200,1.199,1.200,383.7E-3,87.39E-6,1.200,1.200,1.200
60.39E-9,1.200,46.94E-3,0.000,1.200,1.199,1.200,390.7E-3,88.72E-6,1.200,1.200,1.200
60.40E-9,1.200,27.46E-3,0.000,1.200,1.199,1.200,399.9E-3,90.36E-6,1.200,1.200,1.200
60.40E-9,1.200,13.73E-3,0.000,1.200,1.199,1.200,406.4E-3,91.48E-6,1.200,1.200,1.200
60.40E-9,1.200,0.000,0.000,1.200,1.199,1.200,412.9E-3,92.55E-6,1.200,1.200,1.200
60.40E-9,1.200,0.000,0.000,1.200,1.199,1.200,416.2E-3,93.24E-6,1.200,1.200,1.200
60.40E-9,1.200,0.000,0.000,1.200,1.199,1.200,422.3E-3,94.35E-6,1.200,1.200,1.200
60.41E-9,1.200,0.000,0.000,1.200,1.199,1.200,428.1E-3,95.29E-6,1.200,1.200,1.200
60.41E-9,1.200,0.000,0.000,1.200,1.199,1.200,435.4E-3,96.36E-6,1.200,1.200,1.200
60.41E-9,1.200,0.000,0.000,1.200,1.199,1.200,444.1E-3,97.51E-6,1.200,1.200,1.200
60.41E-9,1.200,0.000,0.000,1.200,1.199,1.200,453.9E-3,98.62E-6,1.200,1.200,1.200
60.42E-9,1.200,0.000,0.000,1.200,1.199,1.200,464.6E-3,99.64E-6,1.200,1.200,1.200
60.42E-9,1.200,0.000,0.000,1.200,1.199,1.200,473.6E-3,100.6E-6,1.200,1.200,1.200
60.42E-9,1.200,0.000,0.000,1.200,1.199,1.200,481.3E-3,101.9E-6,1.200,1.200,1.200
60.43E-9,1.200,0.000,0.000,1.200,1.199,1.200,488.1E-3,103.2E-6,1.200,1.200,1.200
60.43E-9,1.200,0.000,0.000,1.200,1.199,1.200,495.0E-3,104.5E-6,1.200,1.200,1.200
60.43E-9,1.200,0.000,0.000,1.200,1.199,1.200,502.3E-3,105.7E-6,1.200,1.200,1.200
60.43E-9,1.200,0.000,0.000,1.200,1.199,1.200,509.3E-3,106.9E-6,1.200,1.200,1.200
60.44E-9,1.200,0.000,0.000,1.200,1.199,1.200,516.0E-3,108.2E-6,1.200,1.200,1.200
60.44E-9,1.200,0.000,0.000,1.200,1.199,1.200,522.1E-3,109.7E-6,1.200,1.200,1.200
60.44E-9,1.200,0.000,0.000,1.200,1.199,1.200,528.2E-3,111.2E-6,1.200,1.200,1.200
60.44E-9,1.200,0.000,0.000,1.200,1.199,1.200,535.1E-3,112.7E-6,1.200,1.200,1.200
60.45E-9,1.200,0.000,0.000,1.200,1.199,1.200,541.9E-3,113.8E-6,1.200,1.200,1.200
60.45E-9,1.200,0.000,0.000,1.200,1.199,1.200,548.8E-3,114.3E-6,1.200,1.200,1.200
60.45E-9,1.200,0.000,0.000,1.200,1.199,1.200,555.5E-3,114.3E-6,1.200,1.200,1.200
60.45E-9,1.200,0.000,0.000,1.200,1.199,1.200,561.8E-3,114.0E-6,1.200,1.200,1.200
60.46E-9,1.200,0.000,0.000,1.200,1.199,1.201,568.7E-3,113.6E-6,1.200,1.200,1.200
60.46E-9,1.200,0.000,0.000,1.200,1.199,1.201,576.0E-3,112.9E-6,1.200,1.200,1.200
60.46E-9,1.200,0.000,0.000,1.200,1.199,1.202,583.0E-3,112.3E-6,1.200,1.200,1.200
60.46E-9,1.200,0.000,0.000,1.200,1.199,1.202,589.9E-3,111.9E-6,1.200,1.200,1.200
60.47E-9,1.200,0.000,0.000,1.200,1.199,1.203,594.9E-3,111.8E-6,1.200,1.200,1.200
60.47E-9,1.200,0.000,0.000,1.200,1.199,1.203,600.4E-3,111.8E-6,1.200,1.200,1.200
60.47E-9,1.200,0.000,0.000,1.200,1.199,1.202,605.5E-3,112.2E-6,1.200,1.200,1.200
60.47E-9,1.200,0.000,0.000,1.200,1.199,1.200,609.2E-3,112.8E-6,1.200,1.200,1.200
60.47E-9,1.200,0.000,0.000,1.200,1.199,1.197,613.1E-3,113.5E-6,1.200,1.200,1.200
60.48E-9,1.200,0.000,0.000,1.200,1.199,1.193,617.2E-3,114.3E-6,1.200,1.200,1.200
60.48E-9,1.200,0.000,0.000,1.200,1.199,1.188,621.6E-3,115.3E-6,1.200,1.200,1.200
60.48E-9,1.200,0.000,0.000,1.200,1.199,1.183,626.0E-3,116.4E-6,1.200,1.200,1.200
60.48E-9,1.200,0.000,0.000,1.200,1.199,1.176,631.8E-3,117.8E-6,1.200,1.200,1.200
60.48E-9,1.200,0.000,0.000,1.200,1.199,1.168,638.1E-3,119.4E-6,1.200,1.200,1.200
60.49E-9,1.200,0.000,0.000,1.200,1.199,1.159,645.1E-3,121.0E-6,1.200,1.200,1.200
60.49E-9,1.200,0.000,0.000,1.200,1.199,1.151,651.8E-3,122.1E-6,1.200,1.200,1.200
60.49E-9,1.200,0.000,0.000,1.200,1.199,1.142,658.5E-3,122.9E-6,1.200,1.200,1.200
60.49E-9,1.200,0.000,0.000,1.200,1.200,1.135,664.3E-3,123.3E-6,1.200,1.200,1.200
60.50E-9,1.200,0.000,0.000,1.200,1.200,1.126,671.0E-3,123.6E-6,1.200,1.200,1.200
60.50E-9,1.200,0.000,0.000,1.200,1.201,1.116,678.5E-3,123.9E-6,1.200,1.200,1.200
60.50E-9,1.200,0.000,0.000,1.200,1.201,1.107,685.1E-3,124.3E-6,1.200,1.200,1.200
60.50E-9,1.200,0.000,0.000,1.200,1.202,1.099,691.6E-3,124.8E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.092,696.5E-3,125.3E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.086,701.1E-3,126.0E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.082,704.2E-3,126.4E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.077,708.2E-3,126.9E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.073,711.1E-3,127.2E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.069,714.2E-3,127.4E-6,1.200,1.200,1.200
60.51E-9,1.200,0.000,0.000,1.200,1.202,1.064,717.8E-3,127.5E-6,1.200,1.200,1.200
60.52E-9,1.200,0.000,0.000,1.200,1.202,1.059,721.4E-3,127.6E-6,1.200,1.200,1.200
60.52E-9,1.200,0.000,0.000,1.200,1.202,1.053,726.3E-3,127.6E-6,1.200,1.200,1.200
60.52E-9,1.200,0.000,0.000,1.200,1.202,1.045,731.9E-3,127.4E-6,1.200,1.200,1.200
60.52E-9,1.200,0.000,0.000,1.200,1.202,1.035,739.1E-3,127.1E-6,1.200,1.200,1.200
60.53E-9,1.200,0.000,0.000,1.200,1.202,1.024,747.4E-3,126.6E-6,1.200,1.200,1.200
60.53E-9,1.200,0.000,0.000,1.200,1.202,1.009,758.6E-3,125.7E-6,1.200,1.200,1.200
60.54E-9,1.200,0.000,0.000,1.200,1.202,989.6E-3,772.3E-3,124.5E-6,1.200,1.200,1.200
60.54E-9,1.200,0.000,0.000,1.200,1.202,967.2E-3,788.2E-3,123.0E-6,1.200,1.200,1.200
60.55E-9,1.200,0.000,0.000,1.200,1.202,939.0E-3,807.9E-3,121.1E-6,1.200,1.200,1.200
60.56E-9,1.200,0.000,0.000,1.200,1.201,901.4E-3,833.4E-3,118.7E-6,1.200,1.200,1.200
60.58E-9,1.200,0.000,0.000,1.200,1.201,844.6E-3,870.5E-3,115.5E-6,1.200,1.200,1.200
60.61E-9,1.200,0.000,0.000,1.200,1.201,753.1E-3,925.8E-3,110.9E-6,1.200,1.200,1.200
60.66E-9,1.200,0.000,0.000,1.200,1.200,589.1E-3,1.010,104.2E-6,1.200,1.200,1.200
60.74E-9,1.200,0.000,0.000,1.200,1.200,372.9E-3,1.095,94.12E-6,1.200,1.200,1.200
60.80E-9,1.200,0.000,0.000,1.200,1.200,236.9E-3,1.136,82.42E-6,1.200,1.200,1.200
60.87E-9,1.200,0.000,0.000,1.200,1.200,136.7E-3,1.164,65.70E-6,1.200,1.200,1.200
60.91E-9,1.200,0.000,0.000,1.200,1.200,88.02E-3,1.176,52.30E-6,1.200,1.200,1.200
60.99E-9,1.200,0.000,0.000,1.200,1.200,45.09E-3,1.187,35.30E-6,1.200,1.200,1.200
61.06E-9,1.200,0.000,0.000,1.200,1.200,22.67E-3,1.193,22.40E-6,1.200,1.200,1.200
61.14E-9,1.200,0.000,0.000,1.200,1.200,10.33E-3,1.197,12.80E-6,1.200,1.200,1.200
61.22E-9,1.200,0.000,0.000,1.200,1.200,4.216E-3,1.198,6.553E-6,1.200,1.200,1.200
61.33E-9,1.200,0.000,0.000,1.200,1.200,1.336E-3,1.199,2.740E-6,1.200,1.200,1.200
61.47E-9,1.200,0.000,0.000,1.200,1.200,260.6E-6,1.200,877.9E-9,1.200,1.200,1.200
61.66E-9,1.200,0.000,0.000,1.200,1.200,15.77E-6,1.200,255.6E-9,1.200,1.200,1.200
61.95E-9,1.200,0.000,0.000,1.200,1.200,-5.587E-6,1.200,168.9E-9,1.200,1.200,1.200
62.42E-9,1.200,0.000,0.000,1.200,1.200,5.515E-6,1.200,173.3E-9,1.200,1.200,1.200
63.19E-9,1.200,0.000,0.000,1.200,1.200,-4.250E-6,1.200,156.0E-9,1.200,1.200,1.200
