time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
370.3E-9,597.4E-3,1.200,0.000,1.200,1.200,0.000,-1.425E-6,-1.521E-6,-1.591E-6
370.3E-9,448.0E-3,1.200,0.000,1.200,1.200,0.000,-1.434E-6,-1.531E-6,-1.601E-6
370.4E-9,294.3E-3,1.200,0.000,1.200,1.200,0.000,-1.152E-6,-1.231E-6,-1.290E-6
370.4E-9,182.7E-3,1.200,0.000,1.200,1.200,0.000,-742.5E-9,-796.4E-9,-837.7E-9
370.4E-9,91.37E-3,1.200,0.000,1.200,1.200,0.000,-266.1E-9,-290.2E-9,-311.2E-9
370.4E-9,45.68E-3,1.200,0.000,1.200,1.200,0.000,-2.162E-9,-9.683E-9,-19.35E-9
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,267.2E-9,277.5E-9,279.7E-9
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,495.9E-9,521.5E-9,533.8E-9
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,732.5E-9,774.3E-9,797.5E-9
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,916.5E-9,970.3E-9,1.002E-6
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.162E-6,1.232E-6,1.275E-6
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.346E-6,1.426E-6,1.480E-6
370.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.381E-6,1.463E-6,1.519E-6
370.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.329E-6,1.408E-6,1.462E-6
370.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.239E-6,1.312E-6,1.363E-6
370.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,1.121E-6,1.187E-6,1.232E-6
370.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,989.2E-9,1.047E-6,1.087E-6
370.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,849.4E-9,898.5E-9,932.8E-9
370.6E-9,0.000,1.200,0.000,1.200,1.200,0.000,716.0E-9,757.0E-9,785.5E-9
370.6E-9,0.000,1.200,0.000,1.200,1.200,0.000,577.1E-9,609.7E-9,632.3E-9
370.6E-9,0.000,1.200,0.000,1.200,1.200,0.000,432.0E-9,455.7E-9,472.0E-9
370.7E-9,0.000,1.200,0.000,1.200,1.200,0.000,280.5E-9,295.0E-9,304.7E-9
370.9E-9,0.000,1.200,0.000,1.200,1.200,0.000,182.1E-9,190.4E-9,195.9E-9
371.0E-9,0.000,1.200,0.000,1.200,1.200,0.000,128.2E-9,133.2E-9,136.4E-9
371.3E-9,0.000,1.200,0.000,1.200,1.200,0.000,104.4E-9,107.9E-9,110.1E-9
371.6E-9,0.000,1.200,0.000,1.200,1.200,0.000,88.45E-9,90.99E-9,92.57E-9
372.0E-9,0.000,1.200,0.000,1.200,1.200,0.000,79.76E-9,81.75E-9,82.96E-9
372.5E-9,0.000,1.200,0.000,1.200,1.200,0.000,71.60E-9,73.14E-9,74.07E-9
373.3E-9,0.000,1.200,0.000,1.200,1.200,0.000,67.86E-9,69.16E-9,69.93E-9
374.4E-9,0.000,1.200,0.000,1.200,1.200,0.000,62.88E-9,63.92E-9,64.55E-9
375.8E-9,0.000,1.200,0.000,1.200,1.200,0.000,61.15E-9,62.07E-9,62.60E-9
377.9E-9,0.000,1.200,0.000,1.200,1.200,0.000,57.53E-9,58.27E-9,58.71E-9
380.0E-9,0.000,1.200,0.000,1.200,1.200,0.000,57.25E-9,57.94E-9,58.34E-9
380.0E-9,75.00E-3,1.200,0.000,1.200,1.200,0.000,320.2E-9,337.1E-9,348.8E-9
380.0E-9,195.1E-3,1.200,0.000,1.200,1.200,0.000,651.5E-9,688.8E-9,715.2E-9
380.1E-9,435.3E-3,1.200,0.000,1.200,1.200,0.000,1.195E-6,1.267E-6,1.319E-6
380.1E-9,682.5E-3,1.200,0.000,1.200,1.200,0.000,2.677E-6,2.868E-6,3.022E-6
380.1E-9,812.1E-3,1.200,0.000,1.200,1.200,0.000,4.724E-6,5.089E-6,5.399E-6
380.2E-9,946.8E-3,1.200,0.000,1.200,1.200,0.000,8.509E-6,9.203E-6,9.808E-6
380.2E-9,1.061,1.200,0.000,1.200,1.200,0.000,12.82E-6,13.90E-6,14.84E-6
380.2E-9,1.200,1.200,0.000,1.200,1.200,0.000,18.58E-6,20.16E-6,21.55E-6
380.2E-9,1.200,1.172,0.000,1.200,1.200,0.000,19.39E-6,21.05E-6,22.52E-6
380.2E-9,1.200,1.119,0.000,1.200,1.200,0.000,20.76E-6,22.55E-6,24.14E-6
380.2E-9,1.200,1.071,0.000,1.200,1.200,0.000,21.60E-6,23.47E-6,25.14E-6
380.2E-9,1.200,995.9E-3,0.000,1.200,1.200,0.000,21.98E-6,23.89E-6,25.60E-6
380.2E-9,1.200,901.9E-3,0.000,1.200,1.200,0.000,21.03E-6,22.87E-6,24.53E-6
380.3E-9,1.200,801.7E-3,0.000,1.200,1.200,0.000,18.92E-6,20.58E-6,22.08E-6
380.3E-9,1.200,694.1E-3,0.000,1.200,1.200,0.000,16.21E-6,17.64E-6,18.93E-6
380.3E-9,1.200,592.6E-3,0.000,1.200,1.200,0.000,13.71E-6,14.93E-6,16.03E-6
380.3E-9,1.200,478.4E-3,0.000,1.200,1.200,0.000,11.29E-6,12.30E-6,13.21E-6
380.3E-9,1.200,372.5E-3,0.000,1.200,1.200,0.000,9.479E-6,10.32E-6,11.09E-6
380.4E-9,1.200,266.5E-3,0.000,1.200,1.200,0.000,8.093E-6,8.810E-6,9.455E-6
380.4E-9,1.200,232.1E-3,0.000,1.200,1.200,0.000,7.729E-6,8.411E-6,9.023E-6
380.4E-9,1.200,163.4E-3,0.000,1.200,1.200,0.000,7.130E-6,7.752E-6,8.308E-6
380.4E-9,1.200,99.15E-3,0.000,1.200,1.200,0.000,6.705E-6,7.283E-6,7.795E-6
380.4E-9,1.200,49.58E-3,0.000,1.200,1.200,0.000,6.447E-6,6.996E-6,7.478E-6
380.4E-9,1.200,24.79E-3,0.000,1.200,1.200,0.000,6.327E-6,6.864E-6,7.333E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.219E-6,6.743E-6,7.200E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.241E-6,6.763E-6,7.215E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.246E-6,6.765E-6,7.212E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.258E-6,6.774E-6,7.215E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.307E-6,6.819E-6,7.254E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.384E-6,6.893E-6,7.321E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.432E-6,6.938E-6,7.359E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.430E-6,6.930E-6,7.343E-6
380.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.367E-6,6.856E-6,7.258E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,6.155E-6,6.621E-6,7.001E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,5.788E-6,6.221E-6,6.572E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,5.284E-6,5.675E-6,5.991E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,4.689E-6,5.033E-6,5.308E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,3.986E-6,4.275E-6,4.506E-6
380.5E-9,1.200,0.000,0.000,1.200,1.200,0.000,3.186E-6,3.415E-6,3.596E-6
380.6E-9,1.200,0.000,0.000,1.200,1.200,0.000,2.362E-6,2.529E-6,2.660E-6
380.6E-9,1.200,0.000,0.000,1.200,1.200,0.000,1.599E-6,1.709E-6,1.794E-6
380.7E-9,1.200,0.000,0.000,1.200,1.200,0.000,971.9E-9,1.036E-6,1.085E-6
380.8E-9,1.200,0.000,0.000,1.200,1.200,0.000,539.0E-9,572.3E-9,596.6E-9
380.9E-9,1.200,0.000,0.000,1.200,1.200,0.000,294.1E-9,310.2E-9,321.5E-9
381.1E-9,1.200,0.000,0.000,1.200,1.200,0.000,184.9E-9,193.6E-9,199.6E-9
381.3E-9,1.200,0.000,0.000,1.200,1.200,0.000,135.7E-9,141.3E-9,145.1E-9
381.6E-9,1.200,0.000,0.000,1.200,1.200,0.000,110.7E-9,114.7E-9,117.4E-9
382.0E-9,1.200,0.000,0.000,1.200,1.200,0.000,91.25E-9,94.12E-9,96.03E-9
382.6E-9,1.200,0.000,0.000,1.200,1.200,0.000,80.53E-9,82.69E-9,84.11E-9
383.3E-9,1.200,0.000,0.000,1.200,1.200,0.000,70.50E-9,72.08E-9,73.11E-9
384.4E-9,1.200,0.000,0.000,1.200,1.200,0.000,66.03E-9,67.29E-9,68.09E-9
385.8E-9,1.200,0.000,0.000,1.200,1.200,0.000,60.30E-9,61.25E-9,61.85E-9
387.8E-9,1.200,0.000,0.000,1.200,1.200,0.000,58.90E-9,59.72E-9,60.22E-9
390.2E-9,1.200,0.000,0.000,1.200,1.200,0.000,55.43E-9,56.07E-9,56.46E-9
390.3E-9,900.0E-3,0.000,0.000,1.200,1.200,0.000,-670.4E-9,-718.0E-9,-753.5E-9
390.3E-9,597.4E-3,0.000,0.000,1.200,1.200,0.000,-1.076E-6,-1.150E-6,-1.203E-6
390.3E-9,448.0E-3,0.000,0.000,1.200,1.200,0.000,-1.049E-6,-1.121E-6,-1.173E-6
390.4E-9,294.4E-3,0.000,0.000,1.200,1.200,0.000,-775.7E-9,-830.4E-9,-870.8E-9
390.4E-9,182.9E-3,0.000,0.000,1.200,1.200,0.000,-416.7E-9,-449.1E-9,-474.9E-9
390.4E-9,91.45E-3,0.000,0.000,1.200,1.200,0.000,-39.58E-9,-48.52E-9,-58.56E-9
390.4E-9,45.72E-3,0.000,0.000,1.200,1.200,0.000,153.4E-9,156.5E-9,154.4E-9
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,348.3E-9,364.4E-9,370.8E-9
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,522.4E-9,550.3E-9,564.2E-9
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,710.6E-9,751.6E-9,774.2E-9
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,852.0E-9,902.2E-9,931.4E-9
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.034E-6,1.096E-6,1.134E-6
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.171E-6,1.241E-6,1.285E-6
390.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.186E-6,1.255E-6,1.301E-6
390.5E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.153E-6,1.219E-6,1.264E-6
390.5E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.094E-6,1.157E-6,1.199E-6
390.5E-9,0.000,0.000,0.000,1.200,1.200,0.000,1.011E-6,1.068E-6,1.107E-6
390.5E-9,0.000,0.000,0.000,1.200,1.200,0.000,917.8E-9,969.7E-9,1.005E-6
390.5E-9,0.000,0.000,0.000,1.200,1.200,0.000,815.1E-9,861.1E-9,892.5E-9
390.6E-9,0.000,0.000,0.000,1.200,1.200,0.000,697.8E-9,736.8E-9,763.4E-9
390.6E-9,0.000,0.000,0.000,1.200,1.200,0.000,548.6E-9,578.9E-9,599.4E-9
390.7E-9,0.000,0.000,0.000,1.200,1.200,0.000,390.3E-9,411.1E-9,425.2E-9
390.8E-9,0.000,0.000,0.000,1.200,1.200,0.000,256.4E-9,269.3E-9,277.9E-9
390.9E-9,0.000,0.000,0.000,1.200,1.200,0.000,171.9E-9,179.6E-9,184.8E-9
391.1E-9,0.000,0.000,0.000,1.200,1.200,0.000,125.4E-9,130.3E-9,133.6E-9
391.3E-9,0.000,0.000,0.000,1.200,1.200,0.000,103.1E-9,106.7E-9,109.0E-9
391.6E-9,0.000,0.000,0.000,1.200,1.200,0.000,87.25E-9,89.84E-9,91.54E-9
392.0E-9,0.000,0.000,0.000,1.200,1.200,0.000,78.23E-9,80.23E-9,81.52E-9
392.6E-9,0.000,0.000,0.000,1.200,1.200,0.000,69.70E-9,71.21E-9,72.18E-9
393.3E-9,0.000,0.000,0.000,1.200,1.200,0.000,65.59E-9,66.82E-9,67.59E-9
394.4E-9,0.000,0.000,0.000,1.200,1.200,0.000,60.47E-9,61.43E-9,62.02E-9
395.9E-9,0.000,0.000,0.000,1.200,1.200,0.000,58.89E-9,59.71E-9,60.20E-9
397.9E-9,0.000,0.000,0.000,1.200,1.200,0.000,55.57E-9,56.22E-9,56.61E-9
400.0E-9,0.000,0.000,0.000,1.200,1.200,0.000,55.62E-9,56.24E-9,56.59E-9
400.0E-9,300.0E-3,300.0E-3,300.0E-3,1.200,1.200,0.000,1.869E-6,1.982E-6,2.062E-6
400.1E-9,602.6E-3,602.6E-3,602.6E-3,1.200,1.200,0.000,4.734E-6,5.064E-6,5.323E-6
400.1E-9,752.0E-3,752.0E-3,752.0E-3,1.200,1.200,0.000,9.304E-6,10.02E-6,10.62E-6
400.2E-9,901.7E-3,901.7E-3,901.7E-3,1.200,1.200,0.000,19.77E-6,21.39E-6,22.80E-6
400.2E-9,1.008,1.008,1.008,1.200,1.200,0.000,30.78E-6,33.36E-6,35.63E-6
400.2E-9,1.104,1.104,1.104,1.200,1.200,0.000,42.37E-6,45.97E-6,49.15E-6
400.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,54.11E-6,58.73E-6,62.84E-6
400.2E-9,1.200,1.200,1.200,1.172,1.200,0.000,56.44E-6,61.30E-6,65.63E-6
400.2E-9,1.200,1.200,1.200,1.128,1.200,0.000,59.58E-6,64.76E-6,69.38E-6
400.2E-9,1.200,1.200,1.200,1.088,1.200,0.000,61.39E-6,66.78E-6,71.58E-6
400.2E-9,1.200,1.200,1.200,1.029,1.200,0.000,62.14E-6,67.66E-6,72.57E-6
400.2E-9,1.200,1.200,1.200,948.4E-3,1.200,0.000,60.08E-6,65.49E-6,70.29E-6
400.3E-9,1.200,1.200,1.200,864.5E-3,1.200,0.000,55.42E-6,60.48E-6,64.96E-6
400.3E-9,1.200,1.200,1.200,780.1E-3,1.200,0.000,49.58E-6,54.17E-6,58.23E-6
400.3E-9,1.200,1.200,1.200,688.6E-3,1.200,0.000,43.17E-6,47.21E-6,50.77E-6
400.3E-9,1.200,1.200,1.200,584.8E-3,1.200,0.000,36.91E-6,40.33E-6,43.37E-6
400.3E-9,1.200,1.200,1.200,509.4E-3,1.200,0.000,33.21E-6,36.20E-6,38.92E-6
400.3E-9,1.200,1.200,1.200,453.4E-3,1.200,0.000,30.94E-6,33.68E-6,36.19E-6
400.3E-9,1.200,1.200,1.200,398.6E-3,1.200,0.000,29.11E-6,31.65E-6,33.97E-6
400.3E-9,1.200,1.200,1.200,379.8E-3,1.200,0.000,28.59E-6,31.07E-6,33.34E-6
400.3E-9,1.200,1.200,1.200,342.3E-3,1.200,0.000,27.76E-6,30.18E-6,32.35E-6
400.3E-9,1.200,1.200,1.200,313.2E-3,1.200,0.000,27.60E-6,30.06E-6,32.19E-6
400.4E-9,1.200,1.200,1.200,285.2E-3,1.200,0.000,28.19E-6,30.71E-6,32.81E-6
400.4E-9,1.200,1.200,1.200,261.3E-3,1.200,0.000,29.34E-6,31.97E-6,34.08E-6
400.4E-9,1.200,1.200,1.200,239.0E-3,1.200,0.000,30.92E-6,33.70E-6,35.84E-6
400.4E-9,1.200,1.200,1.200,219.3E-3,1.200,0.000,32.79E-6,35.67E-6,37.86E-6
400.4E-9,1.200,1.200,1.200,208.3E-3,1.200,0.000,34.01E-6,36.95E-6,39.17E-6
400.4E-9,1.200,1.200,1.200,194.9E-3,1.200,0.000,35.62E-6,38.61E-6,40.88E-6
400.4E-9,1.200,1.200,1.200,184.1E-3,1.200,0.000,37.04E-6,40.08E-6,42.39E-6
400.4E-9,1.200,1.200,1.200,175.9E-3,1.200,0.000,38.23E-6,41.31E-6,43.65E-6
400.4E-9,1.200,1.200,1.200,167.1E-3,1.200,0.000,39.57E-6,42.70E-6,45.09E-6
400.4E-9,1.200,1.200,1.200,158.6E-3,1.200,0.000,40.93E-6,44.11E-6,46.54E-6
400.4E-9,1.200,1.200,1.200,146.6E-3,1.200,0.000,42.89E-6,46.15E-6,48.65E-6
400.4E-9,1.200,1.200,1.200,135.1E-3,1.200,0.000,44.78E-6,48.13E-6,50.70E-6
400.4E-9,1.200,1.200,1.200,123.4E-3,1.200,0.000,46.66E-6,50.10E-6,52.73E-6
400.4E-9,1.200,1.200,1.200,108.8E-3,1.200,0.000,48.93E-6,52.48E-6,55.19E-6
400.4E-9,1.200,1.200,1.200,89.44E-3,1.200,0.000,51.74E-6,55.44E-6,58.24E-6
400.4E-9,1.200,1.200,1.200,71.25E-3,1.200,0.000,54.18E-6,58.00E-6,60.89E-6
400.4E-9,1.200,1.200,1.200,51.43E-3,1.200,0.000,56.60E-6,60.55E-6,63.52E-6
400.4E-9,1.200,1.200,1.200,33.58E-3,1.200,0.000,58.58E-6,62.64E-6,65.67E-6
400.4E-9,1.200,1.200,1.200,15.42E-3,1.200,0.000,60.38E-6,64.53E-6,67.63E-6
400.4E-9,1.200,1.200,1.200,7.711E-3,1.200,0.000,61.07E-6,65.26E-6,68.37E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,61.70E-6,65.93E-6,69.06E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,62.38E-6,66.64E-6,69.79E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,62.59E-6,66.86E-6,70.02E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,62.97E-6,67.27E-6,70.43E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,63.66E-6,67.99E-6,71.17E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,64.57E-6,68.94E-6,72.15E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,65.32E-6,69.72E-6,72.95E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,65.99E-6,70.42E-6,73.66E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.39E-6,70.83E-6,74.07E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.64E-6,71.08E-6,74.32E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.77E-6,71.21E-6,74.43E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.71E-6,71.14E-6,74.34E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.58E-6,70.99E-6,74.17E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.55E-6,70.94E-6,74.11E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.57E-6,70.95E-6,74.11E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.60E-6,70.98E-6,74.13E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.58E-6,70.96E-6,74.10E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.50E-6,70.86E-6,73.98E-6
400.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,66.31E-6,70.65E-6,73.76E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,65.99E-6,70.30E-6,73.39E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,65.36E-6,69.63E-6,72.68E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,64.48E-6,68.69E-6,71.69E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,63.25E-6,67.38E-6,70.31E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,61.66E-6,65.68E-6,68.53E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,60.10E-6,64.01E-6,66.79E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,58.37E-6,62.16E-6,64.86E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,56.35E-6,60.00E-6,62.60E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,53.70E-6,57.18E-6,59.65E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,50.42E-6,53.69E-6,56.00E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,46.69E-6,49.71E-6,51.85E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,42.44E-6,45.18E-6,47.12E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,37.92E-6,40.37E-6,42.10E-6
400.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,33.03E-6,35.16E-6,36.67E-6
400.6E-9,1.200,1.200,1.200,0.000,1.200,0.000,27.74E-6,29.53E-6,30.80E-6
400.6E-9,1.200,1.200,1.200,0.000,1.200,0.000,22.06E-6,23.48E-6,24.48E-6
400.6E-9,1.200,1.200,1.200,0.000,1.200,0.000,16.45E-6,17.51E-6,18.26E-6
400.7E-9,1.200,1.200,1.200,0.000,1.200,0.000,11.11E-6,11.82E-6,12.32E-6
400.7E-9,1.200,1.200,1.200,0.000,1.200,0.000,6.493E-6,6.909E-6,7.199E-6
400.8E-9,1.200,1.200,1.200,0.000,1.200,0.000,3.095E-6,3.291E-6,3.427E-6
400.9E-9,1.200,1.200,1.200,0.000,1.200,0.000,1.121E-6,1.189E-6,1.236E-6
401.0E-9,1.200,1.200,1.200,0.000,1.200,0.000,302.1E-9,317.7E-9,328.5E-9
401.2E-9,1.200,1.200,1.200,0.000,1.200,0.000,105.7E-9,108.8E-9,111.1E-9
401.5E-9,1.200,1.200,1.200,0.000,1.200,0.000,85.75E-9,87.75E-9,89.27E-9
401.8E-9,1.200,1.200,1.200,0.000,1.200,0.000,77.58E-9,79.18E-9,80.38E-9
402.3E-9,1.200,1.200,1.200,0.000,1.200,0.000,69.85E-9,71.10E-9,72.01E-9
403.1E-9,1.200,1.200,1.200,0.000,1.200,0.000,65.01E-9,66.01E-9,66.73E-9
404.0E-9,1.200,1.200,1.200,0.000,1.200,0.000,60.70E-9,61.52E-9,62.08E-9
405.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,58.21E-9,58.89E-9,59.36E-9
407.4E-9,1.200,1.200,1.200,0.000,1.200,0.000,55.76E-9,56.36E-9,56.73E-9
408.8E-9,1.200,1.200,1.200,0.000,1.200,0.000,55.20E-9,55.75E-9,56.10E-9
410.2E-9,1.200,1.200,1.200,0.000,1.200,0.000,54.21E-9,54.73E-9,55.05E-9
410.2E-9,1.003,1.200,1.200,0.000,1.200,0.000,-498.2E-9,-534.4E-9,-561.6E-9
410.3E-9,775.0E-3,1.200,1.200,0.000,1.200,0.000,-1.014E-6,-1.084E-6,-1.138E-6
410.3E-9,660.8E-3,1.200,1.200,0.000,1.200,0.000,-1.179E-6,-1.261E-6,-1.322E-6
410.3E-9,603.7E-3,1.200,1.200,0.000,1.200,0.000,-1.226E-6,-1.312E-6,-1.375E-6
410.3E-9,489.6E-3,1.200,1.200,0.000,1.200,0.000,-1.228E-6,-1.314E-6,-1.376E-6
410.3E-9,390.6E-3,1.200,1.200,0.000,1.200,0.000,-1.118E-6,-1.197E-6,-1.255E-6
410.4E-9,281.0E-3,1.200,1.200,0.000,1.200,0.000,-867.2E-9,-929.6E-9,-976.9E-9
410.4E-9,152.1E-3,1.200,1.200,0.000,1.200,0.000,-436.0E-9,-470.9E-9,-499.6E-9
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,140.4E-9,142.5E-9,139.1E-9
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,396.3E-9,415.8E-9,423.9E-9
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,714.2E-9,755.6E-9,778.9E-9
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,901.6E-9,954.9E-9,987.5E-9
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,1.023E-6,1.083E-6,1.122E-6
410.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,1.056E-6,1.118E-6,1.159E-6
410.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,1.012E-6,1.071E-6,1.111E-6
410.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,927.5E-9,980.7E-9,1.018E-6
410.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,823.0E-9,869.9E-9,902.9E-9
410.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,693.4E-9,732.6E-9,760.4E-9
410.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,552.1E-9,583.0E-9,604.9E-9
410.6E-9,0.000,1.200,1.200,0.000,1.200,0.000,400.5E-9,422.3E-9,437.8E-9
410.6E-9,0.000,1.200,1.200,0.000,1.200,0.000,252.5E-9,265.4E-9,274.6E-9
410.7E-9,0.000,1.200,1.200,0.000,1.200,0.000,128.5E-9,133.8E-9,137.6E-9
410.8E-9,0.000,1.200,1.200,0.000,1.200,0.000,77.79E-9,79.86E-9,81.31E-9
411.0E-9,0.000,1.200,1.200,0.000,1.200,0.000,57.93E-9,58.70E-9,59.22E-9
411.2E-9,0.000,1.200,1.200,0.000,1.200,0.000,53.99E-9,54.49E-9,54.77E-9
411.5E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.91E-9,53.34E-9,53.58E-9
411.9E-9,0.000,1.200,1.200,0.000,1.200,0.000,53.63E-9,54.10E-9,54.36E-9
412.6E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.83E-9,53.26E-9,53.52E-9
413.6E-9,0.000,1.200,1.200,0.000,1.200,0.000,53.42E-9,53.89E-9,54.15E-9
414.9E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.44E-9,52.86E-9,53.10E-9
416.7E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.92E-9,53.37E-9,53.62E-9
418.4E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.00E-9,52.40E-9,52.63E-9
420.0E-9,0.000,1.200,1.200,0.000,1.200,0.000,52.54E-9,52.98E-9,53.21E-9
420.1E-9,300.0E-3,1.200,1.200,0.000,1.200,0.000,736.0E-9,779.2E-9,809.6E-9
420.1E-9,602.6E-3,1.200,1.200,0.000,1.200,0.000,1.754E-6,1.874E-6,1.967E-6
420.1E-9,752.0E-3,1.200,1.200,0.000,1.200,0.000,3.293E-6,3.542E-6,3.750E-6
420.2E-9,912.8E-3,1.200,1.200,0.000,1.200,0.000,7.133E-6,7.712E-6,8.217E-6
420.2E-9,1.026,1.200,1.200,0.000,1.200,0.000,11.19E-6,12.13E-6,12.95E-6
420.2E-9,1.113,1.200,1.200,0.000,1.200,0.000,14.78E-6,16.02E-6,17.13E-6
420.2E-9,1.200,1.200,1.200,0.000,1.200,0.000,18.43E-6,20.00E-6,21.39E-6
420.2E-9,1.200,1.172,1.200,0.000,1.200,0.000,19.24E-6,20.89E-6,22.35E-6
420.2E-9,1.200,1.130,1.200,0.000,1.200,0.000,20.34E-6,22.09E-6,23.65E-6
420.2E-9,1.200,1.092,1.200,0.000,1.200,0.000,21.08E-6,22.90E-6,24.52E-6
420.2E-9,1.200,1.022,1.200,0.000,1.200,0.000,21.65E-6,23.53E-6,25.21E-6
420.2E-9,1.200,926.8E-3,1.200,0.000,1.200,0.000,20.95E-6,22.78E-6,24.42E-6
420.3E-9,1.200,833.9E-3,1.200,0.000,1.200,0.000,19.14E-6,20.82E-6,22.33E-6
420.3E-9,1.200,723.1E-3,1.200,0.000,1.200,0.000,16.41E-6,17.86E-6,19.16E-6
