time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
220.8E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,486.5E-3
220.9E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,341.0E-3
221.0E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,187.3E-3
221.1E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,90.72E-3
221.2E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,31.41E-3
221.3E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,10.33E-3
221.4E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,3.997E-3
221.5E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,1.365E-3
221.6E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,305.5E-6
221.8E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,12.05E-6
222.1E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-1.710E-6
222.5E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,855.2E-9
223.3E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-316.1E-9
224.2E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,354.8E-9
225.5E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-121.3E-9
227.3E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,223.8E-9
228.8E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-51.08E-9
230.2E-9,1.200,0.000,0.000,1.200,0.000,1.200,1.200,1.200,149.7E-9
230.2E-9,1.002,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-2.469E-6
230.3E-9,771.8E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-5.001E-6
230.3E-9,656.9E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-5.732E-6
230.3E-9,599.4E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-5.841E-6
230.3E-9,484.5E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-5.340E-6
230.3E-9,389.4E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-4.204E-6
230.4E-9,294.9E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-2.569E-6
230.4E-9,184.9E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,-216.4E-9
230.4E-9,159.8E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,410.0E-9
230.4E-9,109.5E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,2.367E-6
230.4E-9,68.46E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,5.406E-6
230.4E-9,34.14E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,9.335E-6
230.4E-9,17.07E-3,0.000,0.000,1.200,0.000,1.200,1.200,1.200,11.71E-6
230.4E-9,78.60E-15,0.000,0.000,1.200,0.000,1.200,1.200,1.200,14.23E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,15.48E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,17.86E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,19.77E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,22.83E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,25.14E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,27.88E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,30.64E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,33.99E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,38.06E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,42.04E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,45.50E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,48.01E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,50.55E-6
230.4E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,52.38E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,54.26E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,55.85E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,57.04E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,58.22E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,58.95E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,59.66E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,61.10E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,63.00E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,64.59E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,66.84E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,69.02E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,71.84E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,74.02E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,76.44E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,79.86E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,82.66E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,85.68E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,89.40E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,93.41E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,96.40E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,98.93E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,100.7E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,102.0E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,103.2E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,104.1E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,105.0E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,105.6E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,106.0E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,106.5E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,106.8E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.2E-6
230.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.4E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.5E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.5E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.6E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.7E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.8E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,107.9E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.201,108.1E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,108.2E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,108.4E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,108.4E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,108.2E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,107.6E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,106.5E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,104.2E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,101.9E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,99.26E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,96.18E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,93.09E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,90.17E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,87.51E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,84.98E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,82.13E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,78.06E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,74.80E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,71.16E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,67.20E-6
230.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,62.40E-6
230.7E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,56.75E-6
230.7E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,49.82E-6
230.7E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,41.16E-6
230.7E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,29.80E-6
230.8E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,16.94E-6
230.9E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,7.465E-6
231.0E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,2.571E-6
231.1E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,681.7E-9
231.3E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,205.5E-9
231.5E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,138.4E-9
231.9E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,114.7E-9
232.3E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,95.26E-9
232.9E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,83.63E-9
233.8E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,74.14E-9
235.0E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,68.56E-9
236.6E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,63.43E-9
238.3E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,61.42E-9
240.0E-9,0.000,0.000,0.000,1.200,0.000,1.200,1.200,1.200,59.13E-9
240.0E-9,75.00E-3,75.00E-3,75.00E-3,1.200,0.000,1.200,1.200,1.200,1.073E-6
240.0E-9,195.1E-3,195.1E-3,195.1E-3,1.200,0.000,1.200,1.200,1.200,2.392E-6
240.0E-9,255.2E-3,255.2E-3,255.2E-3,1.200,0.000,1.200,1.200,1.200,2.947E-6
240.1E-9,375.3E-3,375.3E-3,375.3E-3,1.200,0.000,1.200,1.200,1.200,4.132E-6
240.1E-9,454.3E-3,454.3E-3,454.3E-3,1.200,0.000,1.200,1.200,1.200,5.351E-6
240.1E-9,516.4E-3,516.4E-3,516.4E-3,1.200,0.000,1.200,1.200,1.200,7.059E-6
240.1E-9,584.3E-3,584.3E-3,584.3E-3,1.200,0.000,1.200,1.200,1.200,10.49E-6
240.1E-9,640.5E-3,640.5E-3,640.5E-3,1.200,0.000,1.200,1.200,1.200,15.35E-6
240.1E-9,674.1E-3,674.1E-3,674.1E-3,1.200,0.000,1.200,1.200,1.200,19.44E-6
240.1E-9,708.6E-3,708.6E-3,708.6E-3,1.200,0.000,1.200,1.200,1.200,24.78E-6
240.1E-9,742.8E-3,742.8E-3,742.8E-3,1.200,0.000,1.200,1.200,1.200,31.39E-6
240.1E-9,767.8E-3,767.8E-3,767.8E-3,1.200,0.000,1.200,1.200,1.200,37.10E-6
240.1E-9,791.9E-3,791.9E-3,791.9E-3,1.200,0.000,1.200,1.200,1.200,43.34E-6
240.1E-9,825.1E-3,825.1E-3,825.1E-3,1.200,0.000,1.200,1.200,1.200,52.94E-6
240.1E-9,853.6E-3,853.6E-3,853.6E-3,1.200,0.000,1.200,1.200,1.200,62.01E-6
240.1E-9,891.5E-3,891.5E-3,891.5E-3,1.200,0.000,1.200,1.200,1.200,74.82E-6
240.2E-9,929.2E-3,929.2E-3,929.2E-3,1.200,0.000,1.200,1.200,1.200,87.72E-6
240.2E-9,964.9E-3,964.9E-3,964.9E-3,1.200,0.000,1.200,1.200,1.200,99.31E-6
240.2E-9,995.8E-3,995.8E-3,995.8E-3,1.200,0.000,1.200,1.200,1.200,108.4E-6
240.2E-9,1.026,1.026,1.026,1.200,0.000,1.200,1.200,1.200,116.1E-6
240.2E-9,1.055,1.055,1.055,1.200,0.000,1.200,1.200,1.200,122.3E-6
240.2E-9,1.081,1.081,1.081,1.200,0.000,1.200,1.200,1.200,127.2E-6
240.2E-9,1.108,1.108,1.108,1.200,0.000,1.200,1.200,1.200,131.3E-6
240.2E-9,1.129,1.129,1.129,1.200,0.000,1.200,1.200,1.200,134.1E-6
240.2E-9,1.149,1.149,1.149,1.200,0.000,1.200,1.200,1.200,136.6E-6
240.2E-9,1.166,1.166,1.166,1.200,0.000,1.200,1.200,1.200,138.8E-6
240.2E-9,1.178,1.178,1.178,1.200,0.000,1.200,1.200,1.200,140.3E-6
240.2E-9,1.189,1.189,1.189,1.200,0.000,1.200,1.200,1.200,141.8E-6
240.2E-9,1.200,1.200,1.200,1.200,0.000,1.200,1.200,1.200,143.3E-6
240.2E-9,1.200,1.200,1.200,1.185,0.000,1.200,1.200,1.200,144.8E-6
240.2E-9,1.200,1.200,1.200,1.171,0.000,1.200,1.200,1.200,146.3E-6
240.2E-9,1.200,1.200,1.200,1.156,0.000,1.200,1.200,1.200,147.9E-6
240.2E-9,1.200,1.200,1.200,1.137,0.000,1.200,1.200,1.200,150.1E-6
240.2E-9,1.200,1.200,1.200,1.116,0.000,1.200,1.200,1.200,152.9E-6
240.2E-9,1.200,1.200,1.200,1.094,0.000,1.200,1.200,1.200,156.7E-6
240.2E-9,1.200,1.200,1.200,1.076,0.000,1.200,1.200,1.200,160.5E-6
240.2E-9,1.200,1.200,1.200,1.062,0.000,1.200,1.200,1.200,163.5E-6
240.2E-9,1.200,1.200,1.200,1.048,0.000,1.200,1.200,1.200,166.7E-6
240.2E-9,1.200,1.200,1.200,1.032,0.000,1.200,1.200,1.200,170.0E-6
240.2E-9,1.200,1.200,1.200,1.018,0.000,1.200,1.200,1.200,173.1E-6
240.2E-9,1.200,1.200,1.200,1.004,0.000,1.200,1.200,1.200,175.8E-6
240.2E-9,1.200,1.200,1.200,988.2E-3,0.000,1.200,1.200,1.200,178.8E-6
240.2E-9,1.200,1.200,1.200,974.3E-3,0.000,1.200,1.200,1.200,181.6E-6
240.2E-9,1.200,1.200,1.200,960.9E-3,0.000,1.200,1.200,1.200,184.3E-6
240.2E-9,1.200,1.200,1.200,947.3E-3,0.000,1.200,1.200,1.200,187.0E-6
240.2E-9,1.200,1.200,1.200,933.5E-3,0.000,1.200,1.200,1.200,189.7E-6
240.2E-9,1.200,1.200,1.200,917.8E-3,0.000,1.200,1.200,1.200,192.5E-6
240.2E-9,1.200,1.200,1.200,902.6E-3,0.000,1.200,1.200,1.200,195.1E-6
240.3E-9,1.200,1.200,1.200,885.8E-3,0.000,1.200,1.200,1.200,197.9E-6
240.3E-9,1.200,1.200,1.200,871.4E-3,0.000,1.200,1.200,1.200,200.2E-6
240.3E-9,1.200,1.200,1.200,857.1E-3,0.000,1.200,1.200,1.200,202.5E-6
240.3E-9,1.200,1.200,1.200,843.7E-3,0.000,1.200,1.200,1.200,204.5E-6
240.3E-9,1.200,1.200,1.200,829.0E-3,0.000,1.200,1.200,1.200,206.8E-6
240.3E-9,1.200,1.200,1.200,813.1E-3,0.000,1.200,1.200,1.200,209.2E-6
240.3E-9,1.200,1.200,1.200,795.9E-3,0.000,1.200,1.200,1.200,211.9E-6
240.3E-9,1.200,1.200,1.200,783.5E-3,0.000,1.200,1.200,1.200,214.0E-6
240.3E-9,1.200,1.200,1.200,772.1E-3,0.000,1.200,1.200,1.200,215.9E-6
240.3E-9,1.200,1.200,1.200,761.8E-3,0.000,1.200,1.200,1.200,217.7E-6
240.3E-9,1.200,1.200,1.200,751.4E-3,0.000,1.200,1.200,1.200,219.6E-6
240.3E-9,1.200,1.200,1.200,743.5E-3,0.000,1.200,1.200,1.200,221.0E-6
240.3E-9,1.200,1.200,1.200,736.3E-3,0.000,1.200,1.200,1.200,222.3E-6
240.3E-9,1.200,1.200,1.200,729.3E-3,0.000,1.200,1.200,1.200,223.6E-6
240.3E-9,1.200,1.200,1.200,721.7E-3,0.000,1.200,1.200,1.200,225.0E-6
240.3E-9,1.200,1.200,1.200,711.7E-3,0.000,1.200,1.200,1.200,226.9E-6
240.3E-9,1.200,1.200,1.200,701.7E-3,0.000,1.200,1.200,1.200,228.8E-6
240.3E-9,1.200,1.200,1.200,691.5E-3,0.000,1.200,1.200,1.200,230.7E-6
240.3E-9,1.200,1.200,1.200,679.8E-3,0.000,1.200,1.200,1.200,232.7E-6
240.3E-9,1.200,1.200,1.200,668.0E-3,0.000,1.200,1.200,1.200,234.5E-6
240.3E-9,1.200,1.200,1.200,651.1E-3,0.000,1.200,1.200,1.200,236.9E-6
240.3E-9,1.200,1.200,1.200,636.9E-3,0.000,1.200,1.200,1.200,238.8E-6
240.3E-9,1.200,1.200,1.200,623.9E-3,0.000,1.200,1.200,1.200,240.6E-6
240.3E-9,1.200,1.200,1.200,612.9E-3,0.000,1.200,1.200,1.200,242.2E-6
240.3E-9,1.200,1.200,1.200,604.1E-3,0.000,1.200,1.200,1.200,243.5E-6
240.3E-9,1.200,1.200,1.200,594.1E-3,0.000,1.200,1.200,1.200,245.0E-6
240.3E-9,1.200,1.200,1.200,585.4E-3,0.000,1.200,1.200,1.200,246.3E-6
240.3E-9,1.200,1.200,1.200,576.0E-3,0.000,1.200,1.200,1.200,247.6E-6
240.3E-9,1.200,1.200,1.200,566.2E-3,0.000,1.200,1.200,1.200,249.1E-6
240.3E-9,1.200,1.200,1.200,552.1E-3,0.000,1.200,1.200,1.200,251.2E-6
240.3E-9,1.200,1.200,1.200,538.6E-3,0.000,1.200,1.200,1.200,253.3E-6
240.3E-9,1.200,1.200,1.200,523.4E-3,0.000,1.200,1.200,1.200,255.9E-6
240.3E-9,1.200,1.200,1.200,512.3E-3,0.000,1.200,1.200,1.200,258.0E-6
240.3E-9,1.200,1.200,1.200,499.0E-3,0.000,1.200,1.200,1.200,260.7E-6
240.3E-9,1.200,1.200,1.200,488.9E-3,0.000,1.200,1.200,1.200,262.8E-6
240.3E-9,1.200,1.200,1.200,479.5E-3,0.000,1.200,1.200,1.200,264.8E-6
240.3E-9,1.200,1.200,1.200,469.4E-3,0.000,1.200,1.200,1.200,266.9E-6
240.3E-9,1.200,1.200,1.200,460.6E-3,0.000,1.200,1.200,1.200,268.7E-6
240.3E-9,1.200,1.200,1.200,450.3E-3,0.000,1.200,1.200,1.200,270.6E-6
240.3E-9,1.200,1.200,1.200,438.7E-3,0.000,1.200,1.200,1.200,272.6E-6
240.3E-9,1.200,1.200,1.200,429.8E-3,0.000,1.200,1.200,1.200,274.0E-6
240.3E-9,1.200,1.200,1.200,420.2E-3,0.000,1.200,1.200,1.200,275.5E-6
240.3E-9,1.200,1.200,1.200,407.2E-3,0.000,1.200,1.200,1.200,277.3E-6
240.3E-9,1.200,1.200,1.200,394.7E-3,0.000,1.200,1.200,1.200,278.8E-6
240.3E-9,1.200,1.200,1.200,382.2E-3,0.000,1.200,1.200,1.200,279.9E-6
240.3E-9,1.200,1.200,1.200,366.3E-3,0.000,1.200,1.200,1.200,280.9E-6
240.3E-9,1.200,1.200,1.200,351.8E-3,0.000,1.200,1.200,1.200,281.5E-6
240.3E-9,1.200,1.200,1.200,337.7E-3,0.000,1.200,1.200,1.200,281.9E-6
240.3E-9,1.200,1.200,1.200,323.5E-3,0.000,1.200,1.200,1.200,282.2E-6
240.3E-9,1.200,1.200,1.200,310.9E-3,0.000,1.200,1.200,1.200,282.4E-6
240.4E-9,1.200,1.200,1.200,298.6E-3,0.000,1.200,1.200,1.200,282.6E-6
240.4E-9,1.200,1.200,1.200,285.1E-3,0.000,1.200,1.200,1.200,282.7E-6
240.4E-9,1.200,1.200,1.200,269.9E-3,0.000,1.200,1.200,1.200,282.8E-6
240.4E-9,1.200,1.200,1.200,254.6E-3,0.000,1.200,1.200,1.200,282.8E-6
240.4E-9,1.200,1.200,1.200,240.7E-3,0.000,1.200,1.200,1.201,282.8E-6
240.4E-9,1.200,1.200,1.200,225.4E-3,0.000,1.200,1.200,1.201,282.6E-6
240.4E-9,1.200,1.200,1.200,209.4E-3,0.000,1.200,1.200,1.202,282.3E-6
240.4E-9,1.200,1.200,1.200,195.4E-3,0.000,1.200,1.200,1.202,282.1E-6
240.4E-9,1.200,1.200,1.200,178.3E-3,0.000,1.200,1.200,1.202,281.8E-6
240.4E-9,1.200,1.200,1.200,162.9E-3,0.000,1.200,1.200,1.202,281.6E-6
240.4E-9,1.200,1.200,1.200,147.4E-3,0.000,1.200,1.200,1.201,281.6E-6
240.4E-9,1.200,1.200,1.200,130.2E-3,0.000,1.200,1.200,1.197,282.0E-6
240.4E-9,1.200,1.200,1.200,114.2E-3,0.000,1.200,1.200,1.192,282.5E-6
240.4E-9,1.200,1.200,1.200,99.65E-3,0.000,1.200,1.200,1.187,283.1E-6
240.4E-9,1.200,1.200,1.200,83.04E-3,0.000,1.200,1.200,1.180,283.7E-6
240.4E-9,1.200,1.200,1.200,67.07E-3,0.000,1.200,1.200,1.173,284.0E-6
240.4E-9,1.200,1.200,1.200,48.93E-3,0.000,1.200,1.200,1.164,284.1E-6
240.4E-9,1.200,1.200,1.200,31.15E-3,0.000,1.200,1.200,1.156,284.0E-6
240.4E-9,1.200,1.200,1.200,15.57E-3,0.000,1.200,1.200,1.148,283.7E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.141,283.2E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.136,282.7E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.134,282.5E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.131,282.1E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.125,281.2E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.118,279.6E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.108,276.9E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.099,274.0E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.089,270.7E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.078,267.0E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.068,263.3E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.055,258.7E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.039,253.0E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.019,246.0E-6
240.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.000,239.3E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,985.3E-3,234.2E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,972.5E-3,229.7E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,958.3E-3,224.8E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,946.4E-3,220.7E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,931.3E-3,215.5E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,914.4E-3,209.8E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,898.8E-3,204.5E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,882.8E-3,199.2E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,865.8E-3,193.8E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,845.9E-3,187.6E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,821.2E-3,180.1E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,793.6E-3,172.3E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,763.7E-3,164.3E-6
240.5E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,731.1E-3,156.2E-6
240.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,693.5E-3,147.6E-6
240.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,648.8E-3,138.5E-6
240.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,592.8E-3,128.3E-6
240.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,523.9E-3,117.5E-6
240.7E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,437.9E-3,105.9E-6
240.7E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,332.8E-3,93.13E-6
240.8E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,213.2E-3,77.24E-6
240.9E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,109.5E-3,56.99E-6
241.0E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,42.44E-3,34.17E-6
241.1E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,12.90E-3,16.15E-6
241.2E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,5.054E-3,8.168E-6
241.3E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.786E-3,3.721E-6
241.4E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,472.6E-6,1.378E-6
241.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,38.01E-6,322.1E-9
241.8E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,-3.955E-6,114.7E-9
242.2E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,1.488E-6,111.3E-9
243.0E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,-678.8E-9,88.36E-9
243.9E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,571.4E-9,79.55E-9
245.2E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,-285.8E-9,70.22E-9
247.0E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,343.7E-9,65.61E-9
248.6E-9,1.200,1.200,1.200,0.000,0.000,1.200,1.200,-147.5E-9,62.39E-9
